REGISTRO_OPERADORA;CICLO;TP_AGRUPAMENTO;PCT_UNICO;PCT_AMBULATORIAL;PCT_INT_SEM_OBSTET;PCT_INT_COM_OBSTET;QT_CONTRATOS;QT_BENEF;RAZAO_SOCIAL
338214;2013;"Único";9,04;;;;19;129;"SANTA CASA DE MISERICORDIA DE BARRA MANSA"
338346;2013;"Subagrupado";;33,80;;43,00;227;3207;"SULMED - ASSISTÊNCIA MÉDICA LTDA"
338362;2013;"Único";17,99;;;;729;4234;"SEISA SERVIÇOS INTEGRADOS DE SAÚDE LTDA."
338915;2013;"Único";7,93;;;;21;8457;"ASSOCIAÇÃO BRASILEIRA DOS EMPREGADOS EM TELECOMUNICAÇÕES"
339245;2013;"Único";19,53;;;;3439;22088;"SANTAMÁLIA SAÚDE S.A."
339539;2013;"Único";7,93;;;;45;430;"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO JOSÉ DO RIO PRETO"
339601;2013;"Único";14,73;;;;2868;13842;"AGEMED SAÚDE LTDA"
339679;2013;"Único";27,28;;;;17;217;"UNIMED NACIONAL - COOPERATIVA CENTRAL"
339954;2013;"Único";13,75;;;;487;2871;"FUNDAÇÃO SÃO FRANCISCO XAVIER"
340251;2013;"Único";7,91;;;;352;6597;"UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO"
340782;2013;"Único";10,00;;;;836;9212;"CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA"
340952;2013;"Único";8,06;;;;80;649;"UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO"
341941;2013;"Único";10,91;;;;279;2227;"HOSPITAL DE PRONTOCLINICA LTDA."
342033;2013;"Único";19,88;;;;354;3570;"SAMP ESPÍRITO SANTO ASSISTÊNCIA MÉDICA LTDA."
342084;2013;"Único";13,35;;;;3681;20408;"UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO"
342157;2013;"Único";7,86;;;;10;90;"UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO"
342343;2013;"Único";5,88;;;;95;591;"UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO"
342386;2013;"Único";7,93;;;;73;641;"UNIMED DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO"
342408;2013;"Único";18,00;;;;5;55;"PAME - ASSOCIAÇÃO DE ASSISTÊNCIA PLENA EM SAÚDE"
342556;2013;"Único";7,93;;;;1286;7974;"ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI"
342807;2013;"Único";8,75;;;;612;3905;"SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA"
343013;2013;"Único";7,93;;;;409;3054;"CLIMEPE TOTAL LTDA"
343064;2013;"Único";18,28;;;;333;1830;"GARANTIA DE SAÚDE LTDA"
343269;2013;"Único";6,90;;;;1460;10495;"UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO"
343315;2013;"Único";0,00;;;;4;6;"UNIMED MONTE CARMELO COOPERATIVA DE TRABALHO MEDICO LTDA."
343463;2013;"Único";7,93;;;;39;813;"PLAMED PLANO DE ASSISTENCIA MEDICA LTDA"
343676;2013;"Único";0,75;;;;63;1045;"SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA"
343684;2013;"Único";10,15;;;;154;1313;"UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA."
343722;2013;"Único";7,93;;;;8;110;"UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA"
343731;2013;"Único";13,11;;;;777;7717;"UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA"
343765;2013;"Único";7,93;;;;6;84;"UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO"
343811;2013;"Único";8,17;;;;6;51;"SOCIEDADE BENEFICENTE UNIÃO OPERÁRIA DE ARARAQUARA"
343889;2013;"Único";7,93;;;;11914;68572;"UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO"
344010;2013;"Único";7,00;;;;8;44;"PLANO DE SAUDE UNIFENAS"
344150;2013;"Único";7,81;;;;198;976;"UNIMED DE SERTAOZINHO - COOPERATIVA DE TRABALHO MÉDICO"
344362;2013;"Único";18,37;;;;189;2023;"SÃO LUCAS SAÚDE S/A"
344397;2013;"Único";8,05;;;;522;4089;"UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO"
344443;2013;"Único";25,00;;;;162;878;"VIDAPLAN SAÚDE LTDA."
344729;2013;"Único";7,22;;;;125;909;"UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO"
344788;2013;"Único";8,06;;;;19;192;"UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO"
344885;2013;"Único";9,50;;;;361;6778;"UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO"
344915;2013;"Único";0,00;;;;2;8;"SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS"
345091;2013;"Único";7,93;;;;86;551;"SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA"
345270;2013;"Único";12,21;;;;373;2104;"UNIMED DO ABC - COOPERATIVA DE TRABALHO MÉDICO"
345458;2013;"Único";7,17;;;;72;407;"UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO"
345598;2013;"Único";6,01;;;;206;1761;"UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO"
345709;2013;"Único";8,05;;;;186;1307;"UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA"
345741;2013;"Único";7,93;;;;11;83;"IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA"
345776;2013;"Único";14,87;;;;126;843;"UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO"
346209;2013;"Único";5,88;;;;37;368;"UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO"
346276;2013;"Único";8,01;;;;150;1822;"UNIMED SALTO/ITU - COOPERATIVA MÉDICA"
346471;2013;"Único";7,93;;;;42;301;"PROMED BRASIL ASSISTÊNCIA MÉDICA LTDA."
346870;2013;"Único";14,96;;;;903;8582;"PORTO ALEGRE CLÍNICAS LTDA."
346926;2013;"Único";24,77;;;;5;50;"FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA"
346951;2013;"Único";7,91;;;;24;96;"UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO"
347108;2013;"Único";6,49;;;;38;198;"UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO"
347230;2013;"Único";9,04;;;;13;127;"UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDICO"
347507;2013;"Único";8,29;;;;454;2749;"UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO"
347591;2013;"Único";5,52;;;;448;3656;"GAMEC - GRUPO DE ASSISTÊNCIA MEDICA EMPRESARIAL DO CEARÁ EIRELI"
347655;2013;"Único";9,04;;;;146;1670;"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO"
347736;2013;"Único";8,29;;;;32;223;"UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA"
348066;2013;"Único";10,66;;;;347;1787;"UNIMED DAS ESTÂNCIAS PAULISTAS - OPERADORA DE PLANOS DE SAÚDE SOCIEDADE COOPERATIVA"
348082;2013;"Único";7,93;;;;253;2592;"UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO"
348180;2013;"Único";9,04;;;;1201;7660;"HUMANA SAÚDE SUL LTDA."
348244;2013;"Único";10,08;;;;258;2312;"UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO"
348261;2013;"Único";8,06;;;;225;1241;"UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO"
348295;2013;"Único";8,06;;;;1517;14492;"UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO"
348406;2013;"Único";9,04;;;;4;44;"UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO"
348805;2013;"Único";9,50;;;;5130;93591;"PROMED ASSISTENCIA MEDICA LTDA"
348830;2013;"Único";22,00;;;;452;4084;"PLENA SAÚDE S.A."
349194;2013;"Único";7,81;;;;297;2481;"SMV SERVIÇOS MÉDICOS LTDA"
349534;2013;"Subagrupado";;8,29;8,29;8,29;186;1493;"UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉDICO"
349682;2013;"Subagrupado";;8,29;;8,29;1462;13162;"DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA."
349712;2013;"Único";5,93;;;;180;1055;"UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO"
349739;2013;"Único";10,23;;;;29;307;"UNIMED ALEGRETE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
350141;2013;"Único";8,06;;;;372;3602;"PARANÁ CLÍNICAS - PLANOS DE SAÚDE S/A"
350249;2013;"Único";19,20;;;;542;5140;"H.B. SAÚDE S/A."
350346;2013;"Único";5,53;;;;195;1396;"UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO"
350371;2013;"Único";8,05;;;;209;2027;"UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA"
350648;2013;"Único";11,12;;;;142;2420;"UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
350699;2013;"Único";12,00;;;;113;1357;"CENTRO HOSPITALAR ATIBAIA LTDA."
350729;2013;"Único";7,81;;;;42;557;"OPERADORA DE PLANOS PRIVADOS DE ASSISTENCIA A SAUDE CONSAUDE S/S LTDA"
351091;2013;"Subagrupado";;;9,04;25,33;77;423;"FREE LIFE OPERADORA DE PLANOS DE SAÚDE LTDA"
351202;2013;"Único";5,93;;;;4628;20498;"UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO"
351270;2013;"Único";7,93;;;;142;1309;"POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA"
351407;2013;"Único";26,57;;;;203;1532;"UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO"
351644;2013;"Único";13,00;;;;14;100;"SMH - SOCIEDADE MÉDICO HOSPITALAR LTDA"
351695;2013;"Único";9,04;;;;1060;6171;"IRMANDADE SANTA CASA MISERICORDIA DE SÃO JOSÉ DOS CAMPOS"
351776;2013;"Único";8,05;;;;61;467;"UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO"
351792;2013;"Único";9,80;;;;112;1242;"UNIMED FOZ DO IGUACU COOPERATIVA TRABALHO MEDICO"
352179;2013;"Único";8,29;;;;29;356;"UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
352314;2013;"Único";8,29;;;;178;1356;"UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA."
352501;2013;"Único";7,93;;;;5503;31901;"UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA."
352519;2013;"Único";10,79;;;;16;170;"UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA"
352543;2013;"Único";7,93;;;;81;961;"UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO"
352586;2013;"Único";6,22;;;;41;371;"SISTEMAS E PLANOS DE SAÚDE LTDA."
352683;2013;"Único";6,45;;;;782;5301;"UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO"
353027;2013;"Único";10,00;;;;99;779;"UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO"
353060;2013;"Único";8,05;;;;366;1974;"UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA."
353264;2013;"Único";26,25;;;;31;252;"SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL SÃO VICENTE"
353353;2013;"Único";14,00;;;;56;740;"UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO"
353663;2013;"Único";9,04;;;;1132;7591;"UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO"
353698;2013;"Único";9,69;;;;81;4911;"UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA"
353876;2013;"Único";9,23;;;;50;331;"UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO"
354031;2013;"Único";9,14;;;;274;2392;"UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO"
354066;2013;"Subagrupado";;5,88;;5,88;504;3919;"UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA."
354279;2013;"Único";5,93;;;;111;602;"UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS"
354295;2013;"Único";7,91;;;;558;3635;"UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE"
354325;2013;"Único";14,98;;;;73;584;"UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO"
354511;2013;"Único";7,81;;;;6;87;"OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA"
354554;2013;"Subagrupado";;15,50;9,04;22,96;937;5530;"MULTICLINICA SERVICOS DE SAUDE LTDA"
354562;2013;"Único";7,93;;;;294;2609;"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA"
354619;2013;"Único";17,82;;;;47;476;"UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO"
354627;2013;"Único";7,93;;;;65;901;"UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO"
354678;2013;"Único";8,05;;;;10;83;"UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO"
354783;2013;"Único";12,20;;;;387;3146;"UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES"
354996;2013;"Único";13,00;;;;185;2486;"UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO"
355097;2013;"Único";9,81;;;;760;5314;"SANTA HELENA ASSISTÊNCIA MÉDICA S/A."
355577;2013;"Único";8,05;;;;56;388;"UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO"
355593;2013;"Único";8,95;;;;165;656;"UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA."
355691;2013;"Único";7,91;;;;842;5328;"UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD."
355721;2013;"Único";69,09;;;;2366;13741;"UNIMED DE SANTOS COOP DE TRAB MEDICO"
355950;2013;"Único";10,94;;;;402;2047;"SANTA CASA DE MISERICORDIA DONA CAROLINA MALHEIROS"
356107;2013;"Único";8,13;;;;48;568;"SOCIEDADE COOPERATIVA CRUZEIRO - OPERADORA DE PLANOS DE SAUDE SOCIEDADE COOPERATIVA"
356123;2013;"Único";7,93;;;;62;763;"UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA"
356191;2013;"Único";9,04;;;;2;38;"UNIMED DO ALTO OESTE POTIGUAR - COOPERATIVA DE TRABALHOS MÉDICOS"
356212;2013;"Único";7,93;;;;16;230;"UNIMED REGIONAL DE CRATEUS COOPERATIVA DE TRAB MÉDICO LTDA."
356417;2013;"Único";17,40;;;;1824;11879;"UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA"
356581;2013;"Único";13,85;;;;183;624;"UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA."
357022;2013;"Único";10,79;;;;48;555;"UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA."
357260;2013;"Único";8,29;;;;188;1343;"UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
357391;2013;"Único";20,53;;;;506;3320;"UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO"
357511;2013;"Único";16,00;;;;307;2144;"HUMANA ASSISTENCIA MEDICA LTDA"
357715;2013;"Único";7,59;;;;32;483;"UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO"
358053;2013;"Único";15,27;;;;34;266;"SELECT OPERADORA DE PLANO DE SAUDE LTDA"
358088;2013;"Único";5,88;;;;206;2065;"UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO"
358096;2013;"Único";12,00;;;;87;816;"UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO"
358126;2013;"Único";9,04;;;;578;2633;"ÔMEGA SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA"
358169;2013;"Único";7,29;;;;25;289;"UNIMED DE ARIQUEMES COOPERATIVA DE TRABALHO MÉDICO"
358282;2013;"Único";8,90;;;;73;500;"UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO"
358509;2013;"Único";18,42;;;;114;977;"SANTA LUZIA ASSISTENCIA MEDICA S.A."
359017;2013;"Único";16,95;;;;20226;95850;"NOTRE DAME INTERMÉDICA SAÚDE S.A."
359033;2013;"Único";7,29;;;;6;83;"UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA."
359289;2013;"Único";11,26;;;;1052;6901;"UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO"
359661;2013;"Único";12,30;;;;1533;11800;"OMINT SERVIÇOS DE SAÚDE LTDA."
359777;2013;"Único";11,89;;;;602;3161;"UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA"
360147;2013;"Único";7,91;;;;242;1800;"CAMBORIÚ SAÚDE LTDA."
360244;2013;"Único";12,66;;;;1651;11552;"PLANO DE SAÚDE ANA COSTA LTDA."
360414;2013;"Único";7,81;;;;21;350;"UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA"
360449;2013;"Único";7,91;;;;88;1157;"UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO"
360767;2013;"Único";7,93;;;;348;2430;"MEDICAL MEDICINA ASSISTENCIAL S/A"
361615;2013;"Único";7,93;;;;206;1336;"UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO"
361852;2013;"Único";7,81;;;;93;1262;"UNIAO DE CLINICAS RIO GRANDE LTDA"
361941;2013;"Único";9,89;;;;157;1452;"UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO"
362140;2013;"Único";18,36;;;;55;509;"UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO"
362573;2013;"Único";8,04;;;;301;1463;"UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO"
362620;2013;"Único";8,29;;;;16;75;"UNIMED SANTOS DUMONT SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTDA."
362832;2013;"Único";11,34;;;;40;381;"UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
363111;2013;"Único";9,04;;;;29;206;"HOSPITAL DE CARIDADE DE VARGEM GRANDE DO SUL"
363189;2013;"Único";10,91;;;;70;488;"HOSPITAL S.P. LTDA."
363286;2013;"Único";8,05;;;;759;3537;"UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO"
363391;2013;"Subagrupado";;7,30;;7,30;49;305;"PLANO ASSISTENCIAL SÃO LUCAS LTDA"
363685;2013;"Único";9,19;;;;166;977;"IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS"
363774;2013;"Único";7,81;;;;391;3169;"COOPERATIVA DE TRABALHO MÉDICO UNIMED TERESÓPOLIS"
364312;2013;"Único";9,45;;;;703;4286;"UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO"
364584;2013;"Único";9,46;;;;726;4109;"UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO"
364592;2013;"Único";9,04;;;;2;36;"LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA."
364860;2013;"Único";10,44;;;;336;1941;"UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL"
365238;2013;"Único";23,43;;;;130;1429;"UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO"
365530;2013;"Único";8,50;;;;155;1278;"UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO"
365777;2013;"Único";7,93;;;;44;377;"UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO ."
366064;2013;"Único";7,90;;;;11;160;"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO"
366145;2013;"Único";8,05;;;;495;5162;"UNIMED SUL DO PARA COOPERATIVA DE TRABALHO MÉDICO"
366340;2013;"Único";9,85;;;;27;281;"UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO"
366561;2013;"Único";14,13;;;;36;526;"BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA."
366811;2013;"Subagrupado";;40,70;11,71;3,57;40;397;"UNIMED MACAPA COOPERATIVA DE TRABALHO MÉDICO"
367087;2013;"Único";8,29;;;;407;1205;"COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA."
367397;2013;"Único";13,84;;;;97;1234;"UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA"
367613;2013;"Único";8,04;;;;78;224;"UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO"
367729;2013;"Único";7,82;;;;92;757;"SAÚDE QUALITY LTDA."
368148;2013;"Único";12,58;;;;802;4129;"UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA"
368253;2013;"Único";12,88;;;;24838;69536;"HAPVIDA ASSISTENCIA MEDICA S.A."
368849;2013;"Único";7,92;;;;89;1465;"MEDIPLAN ASSISTENCIAL LTDA"
369233;2013;"Único";7,93;;;;22;182;"UNIMED PALMEIRA DOS ÍNDIOS COOPERATIVA DE TRABALHO MÉDICO"
369292;2013;"Único";7,81;;;;379;3260;"UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO"
369373;2013;"Único";9,68;;;;1267;8221;"HUMANA SAÚDE SUL LTDA."
369411;2013;"Único";7,93;;;;11;123;"UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO"
369659;2013;"Único";9,34;;;;591;4408;"UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO"
370070;2013;"Único";8,82;;;;280;2507;"UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO"
370088;2013;"Único";9,24;;;;31;208;"UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO"
370363;2013;"Único";11,25;;;;93;958;"BENEPLAN PLANO DE SAÚDE LTDA."
370681;2013;"Único";8,41;;;;872;6520;"UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS"
371106;2013;"Único";13,09;;;;235;1061;"UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO"
371254;2013;"Único";9,58;;;;544;6133;"UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO"
371564;2013;"Subagrupado";;;;9,04;5;47;"UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA"
371629;2013;"Único";7,29;;;;375;2702;"UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO."
371777;2013;"Único";6,77;;;;493;2721;"UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO"
372404;2013;"Único";7,81;;;;25;282;"SANTA CASA DE MISERICORDIA DE ITABUNA"
372561;2013;"Único";7,91;;;;164;1494;"UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO"
372609;2013;"Único";12,16;;;;697;5382;"NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA À SAÚDE LTDA."
373010;2013;"Único";7,93;;;;317;3112;"MEMORIAL CONSULT LTDA"
373141;2013;"Único";13,46;;;;15;222;"PLAMHEG PLANO DE ASSISTÊNCIA MEDICA E HOSPITALAR DO ESTADO DE GOIAS S/A"
378038;2013;"Único";20,08;;;;76;507;"IRMANDADE DA SANTA CASA DE MISERICORDIA DE VITORIA"
379956;2013;"Único";23,00;;;;104;944;"CARE PLUS MEDICINA ASSISTENCIAL LTDA."
382281;2013;"Único";12,42;;;;237;2117;"PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA"
382833;2013;"Único";0,00;;;;6;83;"SINDICATO DOS ASSALARIADOS ATIVOS, APOSENTADOS E PENSIONISTAS NAS EMPRESAS GERADORAS, OU TRANSMISSORAS, OU DISTRIBUIDORAS, OU AFINS DE ENERG"
382876;2013;"Único";7,86;;;;972;8439;"UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO"
383520;2013;"Único";12,00;;;;16;148;"UNIMED SANTO ANTONIO DE JESUS COOP TRAB MED"
384003;2013;"Único";32,17;;;;92;162;"ADMEDICO ADMINISTRAÇÃO DE SERVIÇOS MÉDICOS A EMPRESA LTDA"
384054;2013;"Único";7,93;;;;9;84;"BENEFICENCIA NIPO-BRASILEIRA DA AMAZONIA"
384356;2013;"Único";20,32;;;;634;4192;"COOPUS - COOPERATIVA DE USUÁRIOS DO SISTEMA DE SAÚDE DE CAMPINAS"
384577;2013;"Único";8,51;;;;577;3533;"UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA"
384585;2013;"Único";7,93;;;;74;632;"SANAMED - SAÚDE SANTO ANTONIO LTDA"
385255;2013;"Único";9,03;;;;362;2541;"UNIHOSP SAÚDE LTDA"
385620;2013;"Único";6,48;;;;20;222;"UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO"
385751;2013;"Único";8,06;;;;358;2238;"UNIMED PIRAQUEAÇU COOPERATIVA DE TRABALHO MÉDICO"
386588;2013;"Único";7,30;;;;1943;11095;"UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA."
386596;2013;"Único";7,91;;;;33;419;"CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO"
386898;2013;"Único";8,00;;;;0;360;"PLAN MED ASSISTÊNCIA MÉDICA LTDA.-EPP"
386901;2013;"Único";7,93;;;;114;687;"UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA"
389421;2013;"Único";11,18;;;;117;1250;"UNIMED MOSSORÓ - COOPERATIVA DE TRABALHOS MEDICOS"
390178;2013;"Único";7,81;;;;19;215;"SANTA CASA DE MISERICÓRDIA DE BARRETOS"
392804;2013;"Único";18,71;;;;3956;35806;"CENTRO CLÍNICO GAÚCHO LTDA"
393321;2013;"Único";12,55;;;;23744;121715;"UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO"
394734;2013;"Único";10,00;;;;465;2735;"AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA"
395480;2013;"Único";26,00;;;;260;1729;"ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA."
400190;2013;"Único";13,66;;;;980;6322;"SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA."
